username,phone,email,companyName,location,industryType,experienceLevel,businessSize,businessStage,skills_,skills_Emotional Intelligence,skills_Innovation,skills_Logistics,skills_Management,skills_Marketing,skills_Networking,skills_Problem Solving,skills_Product Development,businessGoals_,businessGoals_Customer Acquisition,businessGoals_Innovation,businessGoals_Market Expansion,businessGoals_Product Launch,businessGoals_Service Development,preferredPartnerIndustry_,preferredPartnerIndustry_Agriculture,preferredPartnerIndustry_E-commerce,preferredPartnerIndustry_Finance,preferredPartnerIndustry_Healthcare,preferredPartnerIndustry_Logistics,preferredPartnerIndustry_Management,preferredPartnerIndustry_Manufacturing,preferredPartnerIndustry_Retail,preferredPartnerIndustry_Technology,preferredPartnerIndustry_Tourism,industryType_Agriculture,industryType_E-commerce,industryType_Finance,industryType_Healthcare,industryType_Logistics,industryType_Management,industryType_Manufacturing,industryType_Retail,industryType_Technology,industryType_Tourism,industryType_nan,experienceLevel_Expert,experienceLevel_Intermediate,experienceLevel_Novice,experienceLevel_nan,businessSize_Large Enterprise,businessSize_Medium Enterprise,businessSize_Micro Business,businessSize_Small Business,businessSize_Solo,businessSize_nan,location_Banglore,location_Chennai,location_Delhi,location_Goa,location_Hyderabad,location_Kolkata,location_Mumbai,location_Mysore,location_Pondicherry,location_Pune,location_nan,businessStage_Growth,businessStage_Mature,businessStage_Startup,businessStage_nan,connectionsMade,partnershipSuccessful,Cluster
Elamaran,8168408340.0,oilindustry@gmail.com,oil industry,Mysore,Tourism,Intermediate,Medium Enterprise,Growth,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7572567074648588,-0.6175135279477231,2
Satya,9536571576.0,satya@gmail.com,satyandco,Hyderabad,Retail,Intermediate,Medium Enterprise,Growth,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16761480017767635,0.117621624370995,2
Naman,8766727831.0,naman@gmail.com,namanenterprises,Pondicherry,Tourism,Intermediate,Small Business,Growth,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.23903778075625404,0.117621624370995,3
Kevin,8877286556.0,kevin@gmsil.com,kevinindustries,Kolkata,Manufacturing,Intermediate,Large Enterprise,Mature,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9809199620455371,1.5878919290084312,5
Hamshika,9515165287.0,hamshika@gamil.com,hpy2go,Banglore,E-commerce,Novice,Small Business,Startup,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0523429426241149,-1.3526486802664413,3
Dhyana,9185359278.0,dhyana@gmail.com,dhyanas company,Hyderabad,Finance,Intermediate,Medium Enterprise,Startup,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1632481919697322,-1.3526486802664413,3
Dheva,7778717583.0,dheva@gmail.com,dhevas company,Mysore,Agriculture,Intermediate,Medium Enterprise,Growth,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.23903778075625404,0.117621624370995,2
Harrison,7311500172.0,harrison@gmail.com,harrisonnco,Chennai,Retail,Intermediate,Medium Enterprise,Growth,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0936779672805981,0.117621624370995,2
Kalix,8471466653.0,kalix@gmail.com,kalixkanawabi,Chennai,Technology,Novice,Small Business,Startup,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.4589955235580452,-1.3526486802664413,3
Kathy,7826241579.0,kathy@gmail.com,kathys partner,Pune,Logistics,Expert,Small Business,Growth,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5003305482145285,0.117621624370995,3
Lathika,8935534640.0,lathika@gmail.com,lathikas space,Banglore,E-commerce,Novice,Small Business,Startup,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.4589955235580452,-1.3526486802664413,3
Patrick,7634152684.0,patrick@gmail.com,patricknco,Mysore,Retail,Expert,Medium Enterprise,Mature,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9809199620455371,0.8527567766897132,5
Timothy,9333135406.0,timothy@gmail.com,timothys estate,Pune,Finance,Novice,Small Business,Startup,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.5329323564551234,-0.6175135279477231,3
Siraj,7610987433.0,siraj@gmail.com,sirajs company,Pondicherry,Tourism,Expert,Large Enterprise,Mature,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0548567949426153,0.117621624370995,3
Felix,7447016972.0,felix@gmail.com,felixs fello,Goa,Tourism,Novice,Small Business,Startup,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.422027107109506,0.117621624370995,3
Kerry,9362465448.0,kerry@gmailcom,kerrys care,Pune,Healthcare,Intermediate,Medium Enterprise,Growth,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.16510094785917578,-0.6175135279477231,2
Zaffira,8728452213.0,zaffira@gmail.com,zazzles,Hyderabad,E-commerce,Intermediate,Medium Enterprise,Growth,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0936779672805981,-0.6175135279477231,2
Rustyn,9910229650.0,rustyn@gmail.com,rustyn,Kolkata,Manufacturing,Novice,Small Business,Startup,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.4589955235580452,-1.3526486802664413,3
Vivin,7290718810.0,vivin@gmail.com,vivinnco,Chennai,Retail,Intermediate,Medium Enterprise,Growth,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.23903778075625404,0.117621624370995,2
Jithin,8723249175.0,jithin@gmail.com,jithins space,Banglore,E-commerce,Intermediate,Medium Enterprise,Growth,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5717535287931061,-1.3526486802664413,2
Jana,7124285330.0,jana@gmail.com,janas space,Pondicherry,Tourism,Intermediate,Medium Enterprise,Growth,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16761480017767635,-0.6175135279477231,2
Jeffrey Clayton,9310956681.0,monicagarcia@example.net,"Thomas, Mcclain and Taylor",Kolkata,Technology,Novice,Small Business,Growth,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.498477792325085,0.8527567766897132,5
Ashley Hill,8175494300.0,nicole79@example.org,"Rogers, Alexander and Stark",Goa,E-commerce,Novice,Medium Enterprise,Mature,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.7917112715948973,0.8527567766897132,4
Mark Jenkins,8322761269.0,lisapowell@example.net,"Norman, Gay and Mcconnell",Chennai,Agriculture,Intermediate,Small Business,Mature,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0523429426241149,-1.3526486802664413,0
Cheyenne Cobb,9800006923.0,tamara07@example.net,"Carroll, Massey and Harris",Mysore,E-commerce,Novice,Small Business,Growth,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.717774438697819,-1.3526486802664413,0
Mark Stone,8187163420.0,alexanderholt@example.com,"Valentine, Nichols and Choi",Mysore,Technology,Novice,Solo,Growth,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.126279775521193,1.5878919290084312,4
Matthew Robinson,8449164174.0,plowery@example.org,Russo Ltd,Mumbai,Technology,Intermediate,Solo,Startup,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4633621317659894,-0.6175135279477231,1
Mr. Ian Love DDS,7528525552.0,gregory65@example.org,"Collins, Dickerson and Foster",Banglore,Logistics,Novice,Solo,Mature,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38942529886891114,1.5878919290084312,5
Tyler Smith,8264891368.0,bwalker@example.com,Johnson Inc,Pune,Technology,Expert,Small Business,Mature,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.27600619720479314,-0.6175135279477231,3
Jason Miller,8262432234.0,banksapril@example.net,King and Sons,Chennai,Management,Intermediate,Solo,Startup,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6851726304572241,-0.6175135279477231,1
Noah Rogers,7401120732.0,mariajacobs@example.com,"Johnson, Bowman and Hancock",Chennai,Finance,Expert,Medium Enterprise,Mature,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.126279775521193,1.5878919290084312,4
Richard Taylor,7917998638.0,dking@example.net,Burns Inc,Chennai,Technology,Intermediate,Small Business,Startup,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4978166958960279,0.8527567766897132,4
Amanda Graham,9099451735.0,andreathompson@example.com,Ramsey-Jackson,Banglore,E-commerce,Intermediate,Medium Enterprise,Startup,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4978166958960279,0.117621624370995,0
Charlotte Hardy,9359225998.0,stewarterica@example.net,"Smith, Mack and Fox",Goa,E-commerce,Novice,Small Business,Startup,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2002166084182713,1.5878919290084312,4
Benjamin Olsen,7046188468.0,geoffreywilliams@example.org,"Faulkner, Ramsey and Rivas",Pune,Tourism,Expert,Large Enterprise,Startup,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.126279775521193,-1.3526486802664413,3
Jasmine Hunter DVM,7294478804.0,lewiskyle@example.net,Nguyen and Sons,Chennai,Healthcare,Intermediate,Solo,Mature,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7565956110358018,-0.6175135279477231,0
Alan Parker,8827975390.0,stacygarcia@example.com,Lopez-Wu,Mumbai,Finance,Novice,Solo,Mature,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.5329323564551234,-0.6175135279477231,0
Carrie Ward,9791713803.0,dhammond@example.com,Villegas-Carr,Chennai,Finance,Novice,Small Business,Growth,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05670955083205898,-0.6175135279477231,1
Katelyn Santana,8673525572.0,andersonlori@example.com,Garcia-Hogan,Goa,Technology,Intermediate,Medium Enterprise,Mature,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.019741134383519855,1.5878919290084312,4
Amanda Stout,8930519605.0,amy28@example.org,Allen-Roach,Pondicherry,Manufacturing,Expert,Small Business,Mature,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5724146252221631,-0.6175135279477231,1
Olivia Davidson,7042821120.0,sthompson@example.net,"Jones, Doyle and Carter",Hyderabad,Healthcare,Intermediate,Medium Enterprise,Startup,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.717774438697819,-0.6175135279477231,0
Martin Campos,8402161729.0,sherrymartinez@example.net,Mckenzie and Sons,Pondicherry,Finance,Novice,Solo,Mature,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0541956985135584,0.8527567766897132,5
Joshua Mullins,9345842318.0,mkennedy@example.net,"Smith, Mcfarland and Williams",Mumbai,Finance,Novice,Solo,Mature,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5372989646630676,-1.3526486802664413,1
Kelsey Sanchez,8844646213.0,riverachristopher@example.net,"Thomas, Castro and Miller",Hyderabad,Healthcare,Novice,Small Business,Growth,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.5699007729036625,-0.6175135279477231,0
Jennifer Williams,9170649209.0,torrestonya@example.com,Freeman Ltd,Kolkata,Technology,Novice,Medium Enterprise,Startup,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1632481919697322,1.5878919290084312,4
Mackenzie Wood,7488425380.0,ryan23@example.com,"Wilson, Baldwin and Kane",Pondicherry,E-commerce,Intermediate,Solo,Startup,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4978166958960279,0.117621624370995,0
Danny Williams,8543091964.0,bconner@example.com,Holloway-Bowman,Goa,Technology,Intermediate,Medium Enterprise,Growth,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8700147126999198,1.5878919290084312,5
Jason Leonard,7501585836.0,michael64@example.org,Richmond PLC,Pune,Technology,Intermediate,Small Business,Mature,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.6068691893522018,-1.3526486802664413,0
